año,trimestre,provincia,total_llamadas,total_denuncias,total_victimas_mortales
2011,tercero,salamanca,128,129.0,0
2011,tercero,santa cruz de tenerife,462,1025.0,1
2011,tercero,segovia,49,66.0,0
2011,tercero,sevilla,930,2025.0,1
2011,tercero,soria,22,29.0,0
2011,tercero,tarragona,222,737.0,0
2011,tercero,teruel,38,35.0,0
2011,tercero,toledo,295,349.0,0
2011,tercero,valencia,990,2378.0,2
2011,tercero,valladolid,249,400.0,0
2011,tercero,vizcaya,273,464.0,1
2011,tercero,zamora,43,88.0,0
2011,tercero,zaragoza,282,792.0,1
2012,cuarto,alava,59,201.0,1
2012,cuarto,albacete,87,166.0,1
2012,cuarto,alicante,481,1760.0,0
2012,cuarto,almeria,128,469.0,0
2012,cuarto,asturias,259,628.0,0
2012,cuarto,avila,72,59.0,0
2012,cuarto,badajoz,180,332.0,0
2012,cuarto,barcelona,1179,2921.0,2
2012,cuarto,burgos,74,149.0,0
2012,cuarto,caceres,131,166.0,0
2012,cuarto,cadiz,269,926.0,0
2012,cuarto,cantabria,119,274.0,0
2012,cuarto,castellon,123,435.0,0
2012,cuarto,ciudad real,115,264.0,0
2012,cuarto,cordoba,170,359.0,0
2012,cuarto,coruña,283,418.0,2
2012,cuarto,cuenca,47,145.0,1
2012,cuarto,gerona,86,480.0,0
2012,cuarto,granada,223,853.0,1
2012,cuarto,guadalajara,49,195.0,0
2012,cuarto,guipuzcoa,102,254.0,0
2012,cuarto,huelva,112,423.0,0
2012,cuarto,huesca,38,74.0,0
2012,cuarto,islas baleares,240,1096.0,1
2012,cuarto,jaen,134,388.0,1
2012,cuarto,las palmas,492,1017.0,0
2012,cuarto,leon,101,125.0,2
2012,cuarto,lerida,61,244.0,0
2012,cuarto,lugo,74,92.0,0
2012,cuarto,madrid,2769,5102.0,2
2012,cuarto,malaga,435,1589.0,0
2012,cuarto,melilla,35,112.0,0
2012,cuarto,murcia,328,1115.0,0
2012,cuarto,navarra,161,293.0,0
2012,cuarto,orense,56,123.0,0
2012,cuarto,palencia,26,62.0,0
2012,cuarto,pontevedra,175,488.0,0
2012,cuarto,rioja,57,164.0,0
2012,cuarto,salamanca,82,106.0,0
2012,cuarto,santa cruz de tenerife,385,821.0,0
2012,cuarto,segovia,40,73.0,0
2012,cuarto,sevilla,592,1550.0,0
2012,cuarto,soria,13,37.0,0
2012,cuarto,tarragona,156,542.0,1
2012,cuarto,teruel,12,39.0,0
2012,cuarto,toledo,180,243.0,0
2012,cuarto,valencia,618,2175.0,0
2012,cuarto,valladolid,120,249.0,0
2012,cuarto,vizcaya,196,485.0,0
2012,cuarto,zamora,49,81.0,0
2012,cuarto,zaragoza,176,702.0,0
2012,primero,alava,79,177.0,0
2012,primero,albacete,70,187.0,0
2012,primero,alicante,584,1597.0,0
2012,primero,almeria,186,505.0,0
2012,primero,asturias,336,605.0,0
2012,primero,avila,75,85.0,0
2012,primero,badajoz,200,282.0,1
2012,primero,barcelona,1502,2924.0,3
2012,primero,burgos,101,140.0,0
2012,primero,caceres,134,165.0,0
2012,primero,cadiz,291,888.0,0
2012,primero,cantabria,176,271.0,0
2012,primero,castellon,179,426.0,0
2012,primero,ciudad real,147,322.0,0
2012,primero,cordoba,214,197.0,0
2012,primero,coruña,342,346.0,0
2012,primero,cuenca,78,208.0,0
2012,primero,gerona,163,576.0,1
2012,primero,granada,345,901.0,0
2012,primero,guadalajara,67,136.0,0
2012,primero,guipuzcoa,104,259.0,1
2012,primero,huelva,140,399.0,0
2012,primero,huesca,33,75.0,0
2012,primero,islas baleares,318,1050.0,0
2012,primero,jaen,172,355.0,1
2012,primero,las palmas,465,1081.0,0
2012,primero,leon,164,201.0,0
2012,primero,lerida,92,224.0,0
2012,primero,lugo,83,131.0,0
2012,primero,madrid,3262,5237.0,1
2012,primero,malaga,512,1492.0,0
2012,primero,melilla,35,72.0,0
2012,primero,murcia,371,1161.0,0
2012,primero,navarra,195,327.0,0
2012,primero,orense,95,119.0,1
2012,primero,palencia,37,61.0,0
2012,primero,pontevedra,221,586.0,0
2012,primero,rioja,73,187.0,0
2012,primero,salamanca,117,102.0,0
2012,primero,santa cruz de tenerife,382,728.0,0
2012,primero,segovia,45,66.0,0
2012,primero,sevilla,706,1476.0,0
2012,primero,soria,20,29.0,0
2012,primero,tarragona,156,541.0,2
2012,primero,teruel,17,30.0,0
2012,primero,toledo,228,319.0,0
2012,primero,valencia,784,2044.0,1
2012,primero,valladolid,158,325.0,0
2012,primero,vizcaya,226,486.0,0
2012,primero,zamora,51,71.0,0
2012,primero,zaragoza,215,723.0,0
2012,segundo,alava,63,130.0,0
2012,segundo,albacete,70,153.0,0
2012,segundo,alicante,567,1950.0,3
2012,segundo,almeria,172,590.0,0
2012,segundo,asturias,307,564.0,1
2012,segundo,avila,56,73.0,0
2012,segundo,badajoz,222,346.0,0
2012,segundo,barcelona,1526,3095.0,1
2012,segundo,burgos,95,162.0,0
2012,segundo,caceres,114,152.0,0
2012,segundo,cadiz,311,772.0,0
2012,segundo,cantabria,166,296.0,0
2012,segundo,castellon,163,420.0,0
2012,segundo,ciudad real,110,302.0,1
2012,segundo,cordoba,179,227.0,0
2012,segundo,coruña,314,395.0,1
2012,segundo,cuenca,76,210.0,0
2012,segundo,gerona,154,538.0,1
2012,segundo,granada,326,808.0,0
2012,segundo,guadalajara,76,198.0,0
2012,segundo,guipuzcoa,106,222.0,0
2012,segundo,huelva,120,378.0,0
2012,segundo,huesca,27,72.0,0
2012,segundo,islas baleares,354,1249.0,1
2012,segundo,jaen,169,354.0,0
2012,segundo,las palmas,462,1055.0,1
2012,segundo,leon,113,201.0,0
2012,segundo,lerida,87,249.0,0
2012,segundo,lugo,79,140.0,0
2012,segundo,madrid,3327,5409.0,1
2012,segundo,malaga,551,1620.0,2
2012,segundo,melilla,26,65.0,0
2012,segundo,murcia,428,1213.0,0
2012,segundo,navarra,178,333.0,0
2012,segundo,orense,75,101.0,0
2012,segundo,palencia,22,56.0,0
2012,segundo,pontevedra,187,534.0,0
2012,segundo,rioja,54,174.0,0
2012,segundo,salamanca,99,113.0,0
2012,segundo,santa cruz de tenerife,385,815.0,0
2012,segundo,segovia,42,54.0,0
2012,segundo,sevilla,738,1772.0,2
2012,segundo,soria,21,25.0,0
2012,segundo,tarragona,166,690.0,1
2012,segundo,teruel,11,29.0,0
2012,segundo,toledo,254,341.0,0
2012,segundo,valencia,887,2369.0,0
2012,segundo,valladolid,164,327.0,0
2012,segundo,vizcaya,202,591.0,0
2012,segundo,zamora,49,75.0,0
2012,segundo,zaragoza,212,697.0,1
2012,tercero,alava,43,226.0,0
2012,tercero,albacete,70,198.0,0
2012,tercero,alicante,624,1939.0,0
2012,tercero,almeria,181,559.0,0
2012,tercero,asturias,298,634.0,0
2012,tercero,avila,45,99.0,0
2012,tercero,badajoz,204,383.0,0
2012,tercero,barcelona,1426,3372.0,1
2012,tercero,burgos,75,173.0,0
2012,tercero,caceres,124,141.0,0
2012,tercero,cadiz,358,876.0,0
2012,tercero,cantabria,160,265.0,0
2012,tercero,castellon,185,449.0,0
2012,tercero,ciudad real,108,250.0,0
2012,tercero,cordoba,185,391.0,0
2012,tercero,coruña,252,474.0,0
2012,tercero,cuenca,71,270.0,0
2012,tercero,gerona,130,541.0,0
2012,tercero,granada,314,885.0,0
2012,tercero,guadalajara,57,186.0,1
2012,tercero,guipuzcoa,109,240.0,0
2012,tercero,huelva,137,421.0,0
2012,tercero,huesca,36,87.0,0
2012,tercero,islas baleares,324,1344.0,0
2012,tercero,jaen,180,364.0,0
2012,tercero,las palmas,491,1077.0,0
2012,tercero,leon,102,178.0,0
2012,tercero,lerida,81,264.0,0
2012,tercero,lugo,63,116.0,0
2012,tercero,madrid,2977,5187.0,2
2012,tercero,malaga,576,1621.0,0
2012,tercero,melilla,32,68.0,0
2012,tercero,murcia,400,1307.0,0
2012,tercero,navarra,162,380.0,0
2012,tercero,orense,50,123.0,0
2012,tercero,palencia,31,71.0,0
2012,tercero,pontevedra,207,602.0,0
2012,tercero,rioja,55,176.0,0
2012,tercero,salamanca,83,98.0,0
2012,tercero,santa cruz de tenerife,470,1107.0,1
2012,tercero,segovia,40,53.0,0
2012,tercero,sevilla,733,1783.0,0
2012,tercero,soria,13,22.0,0
2012,tercero,tarragona,192,576.0,0
2012,tercero,teruel,23,29.0,0
2012,tercero,toledo,211,359.0,0
2012,tercero,valencia,898,2266.0,2
2012,tercero,valladolid,191,254.0,0
2012,tercero,vizcaya,197,582.0,0
2012,tercero,zamora,50,77.0,0
2012,tercero,zaragoza,229,671.0,0
2013,cuarto,alava,64,181.0,0
2013,cuarto,albacete,117,226.0,0
2013,cuarto,alicante,606,1535.0,1
2013,cuarto,almeria,197,534.0,1
2013,cuarto,asturias,380,550.0,0
2013,cuarto,avila,117,57.0,0
2013,cuarto,badajoz,211,305.0,0
2013,cuarto,barcelona,1537,3032.0,1
2013,cuarto,burgos,123,127.0,0
2013,cuarto,caceres,155,149.0,0
2013,cuarto,cadiz,382,896.0,0
2013,cuarto,cantabria,225,278.0,0
2013,cuarto,castellon,176,420.0,1
2013,cuarto,ciudad real,121,270.0,0
2013,cuarto,cordoba,289,329.0,0
2013,cuarto,coruña,351,402.0,0
2013,cuarto,cuenca,66,158.0,1
2013,cuarto,gerona,130,495.0,0
2013,cuarto,granada,348,743.0,0
2013,cuarto,guadalajara,74,144.0,0
2013,cuarto,guipuzcoa,123,218.0,0
2013,cuarto,huelva,178,411.0,0
2013,cuarto,huesca,31,71.0,0
2013,cuarto,islas baleares,350,1102.0,0
2013,cuarto,jaen,231,367.0,0
2013,cuarto,las palmas,545,1048.0,0
2013,cuarto,leon,166,214.0,0
2013,cuarto,lerida,55,229.0,1
2013,cuarto,lugo,71,147.0,0
2013,cuarto,madrid,3738,4832.0,1
2013,cuarto,malaga,611,1359.0,2
2013,cuarto,melilla,30,84.0,0
2013,cuarto,murcia,417,1305.0,0
2013,cuarto,navarra,169,319.0,0
2013,cuarto,orense,78,126.0,0
2013,cuarto,palencia,45,96.0,0
2013,cuarto,pontevedra,263,568.0,1
2013,cuarto,rioja,82,112.0,0
2013,cuarto,salamanca,99,66.0,0
2013,cuarto,santa cruz de tenerife,519,763.0,0
2013,cuarto,segovia,29,51.0,0
2013,cuarto,sevilla,919,1614.0,0
2013,cuarto,soria,11,23.0,0
2013,cuarto,tarragona,202,590.0,0
2013,cuarto,teruel,19,36.0,0
2013,cuarto,toledo,232,290.0,0
2013,cuarto,valencia,1068,2186.0,2
2013,cuarto,valladolid,224,442.0,0
2013,cuarto,vizcaya,253,583.0,0
2013,cuarto,zamora,40,54.0,0
2013,cuarto,zaragoza,305,725.0,0
2013,primero,alava,49,173.0,0
2013,primero,albacete,65,168.0,1
2013,primero,alicante,446,1623.0,2
2013,primero,almeria,135,382.0,0
2013,primero,asturias,272,641.0,0
2013,primero,avila,69,55.0,0
2013,primero,badajoz,165,305.0,0
2013,primero,barcelona,1167,2870.0,0
2013,primero,burgos,80,165.0,0
2013,primero,caceres,133,141.0,0
2013,primero,cadiz,283,896.0,0
2013,primero,cantabria,121,285.0,0
2013,primero,castellon,122,386.0,0
2013,primero,ciudad real,112,300.0,1
2013,primero,cordoba,161,421.0,0
2013,primero,coruña,291,428.0,0
2013,primero,cuenca,42,170.0,0
2013,primero,gerona,112,434.0,0
2013,primero,granada,209,813.0,0
2013,primero,guadalajara,67,156.0,0
2013,primero,guipuzcoa,90,204.0,0
2013,primero,huelva,120,304.0,0
2013,primero,huesca,27,79.0,0
2013,primero,islas baleares,243,911.0,2
2013,primero,jaen,129,375.0,0
2013,primero,las palmas,402,944.0,0
2013,primero,leon,138,167.0,0
2013,primero,lerida,54,215.0,0
2013,primero,lugo,70,112.0,1
2013,primero,madrid,2995,4722.0,3
2013,primero,malaga,424,1373.0,0
2013,primero,melilla,19,77.0,0
2013,primero,murcia,277,1142.0,0
2013,primero,navarra,128,281.0,0
2013,primero,orense,57,119.0,0
2013,primero,palencia,31,71.0,0
2013,primero,pontevedra,204,583.0,0
2013,primero,rioja,58,152.0,0
2013,primero,salamanca,101,106.0,0
2013,primero,santa cruz de tenerife,390,783.0,1
2013,primero,segovia,38,51.0,0
2013,primero,sevilla,655,1542.0,1
2013,primero,soria,16,23.0,0
2013,primero,tarragona,147,528.0,1
2013,primero,teruel,20,30.0,0
2013,primero,toledo,168,287.0,0
2013,primero,valencia,728,2088.0,2
2013,primero,valladolid,142,239.0,0
2013,primero,vizcaya,211,522.0,0
2013,primero,zamora,47,77.0,0
2013,primero,zaragoza,198,568.0,1
2013,segundo,alava,69,189.0,1
2013,segundo,albacete,83,195.0,0
2013,segundo,alicante,510,1623.0,0
2013,segundo,almeria,192,622.0,0
2013,segundo,asturias,312,633.0,0
2013,segundo,avila,45,71.0,0
2013,segundo,badajoz,202,310.0,0
2013,segundo,barcelona,1339,3056.0,0
2013,segundo,burgos,93,144.0,0
2013,segundo,caceres,137,173.0,0
2013,segundo,cadiz,340,972.0,1
2013,segundo,cantabria,165,264.0,1
2013,segundo,castellon,152,423.0,0
2013,segundo,ciudad real,133,267.0,0
2013,segundo,cordoba,212,429.0,2
2013,segundo,coruña,293,457.0,0
2013,segundo,cuenca,50,201.0,0
2013,segundo,gerona,124,489.0,0
2013,segundo,granada,306,883.0,0
2013,segundo,guadalajara,74,227.0,0
2013,segundo,guipuzcoa,96,266.0,0
2013,segundo,huelva,148,435.0,0
2013,segundo,huesca,47,72.0,0
2013,segundo,islas baleares,293,1040.0,0
2013,segundo,jaen,213,361.0,2
2013,segundo,las palmas,478,941.0,0
2013,segundo,leon,118,207.0,1
2013,segundo,lerida,50,217.0,1
2013,segundo,lugo,75,138.0,0
2013,segundo,madrid,3047,4964.0,3
2013,segundo,malaga,556,1563.0,0
2013,segundo,melilla,19,78.0,0
2013,segundo,murcia,358,1063.0,0
2013,segundo,navarra,184,308.0,0
2013,segundo,orense,76,113.0,0
2013,segundo,palencia,40,75.0,0
2013,segundo,pontevedra,227,602.0,0
2013,segundo,rioja,94,149.0,0
2013,segundo,salamanca,86,32.0,0
2013,segundo,santa cruz de tenerife,439,857.0,0
2013,segundo,segovia,37,37.0,0
2013,segundo,sevilla,873,1631.0,0
2013,segundo,soria,24,28.0,0
2013,segundo,tarragona,172,540.0,0
2013,segundo,teruel,23,34.0,0
2013,segundo,toledo,218,340.0,0
2013,segundo,valencia,839,2267.0,0
2013,segundo,valladolid,214,256.0,0
2013,segundo,vizcaya,206,549.0,0
2013,segundo,zamora,50,53.0,1
2013,segundo,zaragoza,237,650.0,1
2013,tercero,alava,46,208.0,0
2013,tercero,albacete,66,221.0,0
2013,tercero,alicante,632,1719.0,0
2013,tercero,almeria,188,541.0,0
2013,tercero,asturias,332,614.0,1
2013,tercero,avila,65,50.0,0
2013,tercero,badajoz,289,367.0,1
2013,tercero,barcelona,1304,3140.0,0
2013,tercero,burgos,81,151.0,0
2013,tercero,caceres,136,184.0,0
2013,tercero,cadiz,366,969.0,0
2013,tercero,cantabria,187,310.0,0
2013,tercero,castellon,147,421.0,0
2013,tercero,ciudad real,135,293.0,0
2013,tercero,cordoba,232,448.0,0
2013,tercero,coruña,287,485.0,0
2013,tercero,cuenca,84,161.0,0
2013,tercero,gerona,112,465.0,0
2013,tercero,granada,327,854.0,1
2013,tercero,guadalajara,87,172.0,1
2013,tercero,guipuzcoa,82,276.0,0
2013,tercero,huelva,161,490.0,0
2013,tercero,huesca,40,90.0,0
2013,tercero,islas baleares,333,1319.0,0
2013,tercero,jaen,178,369.0,0
2013,tercero,las palmas,455,1025.0,1
2013,tercero,leon,140,234.0,1
2013,tercero,lerida,60,235.0,0
2013,tercero,lugo,78,135.0,0
2013,tercero,madrid,3263,4988.0,2
2013,tercero,malaga,577,1914.0,1
2013,tercero,melilla,18,72.0,0
2013,tercero,murcia,373,1146.0,0
2013,tercero,navarra,171,311.0,0
2013,tercero,orense,71,136.0,1
2013,tercero,palencia,53,88.0,1
2013,tercero,pontevedra,222,623.0,0
2013,tercero,rioja,65,135.0,0
2013,tercero,salamanca,97,108.0,0
2013,tercero,santa cruz de tenerife,382,750.0,0
2013,tercero,segovia,26,77.0,0
2013,tercero,sevilla,884,1636.0,0
2013,tercero,soria,24,30.0,0
2013,tercero,tarragona,192,614.0,0
2013,tercero,teruel,28,30.0,0
2013,tercero,toledo,206,382.0,0
2013,tercero,valencia,760,2379.0,1
2013,tercero,valladolid,196,365.0,0
2013,tercero,vizcaya,178,568.0,0
2013,tercero,zamora,46,63.0,0
2013,tercero,zaragoza,244,689.0,0
2014,cuarto,alava,62,159.0,1
2014,cuarto,albacete,106,189.0,0
2014,cuarto,alicante,918,1466.0,0
2014,cuarto,almeria,246,509.0,0
2014,cuarto,asturias,353,610.0,0
2014,cuarto,avila,49,72.0,0
2014,cuarto,badajoz,211,347.0,0
2014,cuarto,barcelona,1809,3189.0,3
2014,cuarto,burgos,110,184.0,0
2014,cuarto,caceres,140,145.0,0
2014,cuarto,cadiz,514,974.0,0
2014,cuarto,cantabria,187,279.0,0
2014,cuarto,castellon,209,353.0,0
2014,cuarto,ciudad real,128,296.0,0
2014,cuarto,cordoba,284,405.0,0
2014,cuarto,coruña,174,507.0,0
2014,cuarto,cuenca,87,144.0,0
2014,cuarto,gerona,120,427.0,1
2014,cuarto,granada,361,825.0,0
2014,cuarto,guadalajara,96,179.0,0
2014,cuarto,guipuzcoa,137,241.0,0
2014,cuarto,huelva,210,384.0,0
2014,cuarto,huesca,37,52.0,0
2014,cuarto,islas baleares,321,1117.0,0
2014,cuarto,jaen,194,433.0,0
2014,cuarto,las palmas,563,922.0,0
2014,cuarto,leon,143,262.0,0
2014,cuarto,lerida,63,222.0,0
2014,cuarto,lugo,131,127.0,0
2014,cuarto,madrid,4147,4868.0,2
2014,cuarto,malaga,703,1499.0,0
2014,cuarto,melilla,31,74.0,1
2014,cuarto,murcia,453,1398.0,0
2014,cuarto,navarra,190,278.0,0
2014,cuarto,orense,68,132.0,0
2014,cuarto,palencia,68,37.0,0
2014,cuarto,pontevedra,408,550.0,0
2014,cuarto,rioja,112,132.0,0
2014,cuarto,salamanca,126,78.0,0
2014,cuarto,santa cruz de tenerife,473,794.0,0
2014,cuarto,segovia,51,43.0,0
2014,cuarto,sevilla,984,1652.0,0
2014,cuarto,soria,12,38.0,0
2014,cuarto,tarragona,184,470.0,0
2014,cuarto,teruel,30,44.0,0
2014,cuarto,toledo,277,419.0,0
2014,cuarto,valencia,1298,2101.0,2
2014,cuarto,valladolid,256,520.0,1
2014,cuarto,vizcaya,344,541.0,1
2014,cuarto,zamora,35,79.0,0
2014,cuarto,zaragoza,298,665.0,0
2014,primero,alava,82,155.0,0
2014,primero,albacete,87,200.0,0
2014,primero,alicante,667,1548.0,2
2014,primero,almeria,243,502.0,0
2014,primero,asturias,298,674.0,0
2014,primero,avila,61,69.0,0
2014,primero,badajoz,275,312.0,0
2014,primero,barcelona,1429,2894.0,4
2014,primero,burgos,110,151.0,0
2014,primero,caceres,129,152.0,0
2014,primero,cadiz,400,864.0,1
2014,primero,cantabria,189,268.0,0
2014,primero,castellon,172,329.0,0
2014,primero,ciudad real,121,294.0,0
2014,primero,cordoba,249,390.0,1
2014,primero,coruña,272,454.0,1
2014,primero,cuenca,68,155.0,0
2014,primero,gerona,105,423.0,0
2014,primero,granada,382,880.0,0
2014,primero,guadalajara,101,85.0,0
2014,primero,guipuzcoa,98,243.0,0
2014,primero,huelva,185,394.0,0
2014,primero,huesca,44,85.0,0
2014,primero,islas baleares,308,1008.0,1
2014,primero,jaen,195,433.0,0
2014,primero,las palmas,539,932.0,0
2014,primero,leon,117,234.0,0
2014,primero,lerida,62,216.0,0
2014,primero,lugo,90,140.0,1
2014,primero,madrid,3770,4730.0,3
2014,primero,malaga,601,1364.0,1
2014,primero,melilla,24,85.0,1
2014,primero,murcia,416,1060.0,0
2014,primero,navarra,180,368.0,0
2014,primero,orense,62,109.0,0
2014,primero,palencia,30,76.0,0
2014,primero,pontevedra,204,502.0,0
2014,primero,rioja,103,138.0,0
2014,primero,salamanca,123,83.0,0
2014,primero,santa cruz de tenerife,432,745.0,1
2014,primero,segovia,52,47.0,0
2014,primero,sevilla,790,1568.0,0
2014,primero,soria,19,33.0,0
2014,primero,tarragona,190,569.0,1
2014,primero,teruel,11,38.0,0
2014,primero,toledo,245,304.0,0
2014,primero,valencia,891,2255.0,0
2014,primero,valladolid,203,508.0,1
2014,primero,vizcaya,260,575.0,1
2014,primero,zamora,51,75.0,0
2014,primero,zaragoza,228,695.0,0
2014,segundo,alava,63,163.0,0
2014,segundo,albacete,87,206.0,0
2014,segundo,alicante,671,1656.0,0
2014,segundo,almeria,234,552.0,1
2014,segundo,asturias,318,634.0,0
2014,segundo,avila,58,57.0,0
2014,segundo,badajoz,191,299.0,0
2014,segundo,barcelona,1437,3117.0,1
2014,segundo,burgos,89,178.0,0
2014,segundo,caceres,120,181.0,0
2014,segundo,cadiz,383,1017.0,1
2014,segundo,cantabria,208,336.0,0
2014,segundo,castellon,165,419.0,0
2014,segundo,ciudad real,119,218.0,0
2014,segundo,cordoba,262,383.0,0
2014,segundo,coruña,248,463.0,1
2014,segundo,cuenca,57,172.0,0
2014,segundo,gerona,94,439.0,0
2014,segundo,granada,353,857.0,1
2014,segundo,guadalajara,64,146.0,0
2014,segundo,guipuzcoa,120,290.0,0
2014,segundo,huelva,193,391.0,0
2014,segundo,huesca,43,65.0,0
2014,segundo,islas baleares,352,1212.0,1
2014,segundo,jaen,203,441.0,0
2014,segundo,las palmas,505,922.0,0
2014,segundo,leon,118,219.0,1
2014,segundo,lerida,51,201.0,0
2014,segundo,lugo,93,165.0,1
2014,segundo,madrid,3820,4739.0,1
2014,segundo,malaga,685,1386.0,0
2014,segundo,melilla,32,80.0,0
2014,segundo,murcia,420,1322.0,0
2014,segundo,navarra,182,311.0,0
2014,segundo,orense,79,140.0,0
2014,segundo,palencia,52,39.0,0
2014,segundo,pontevedra,349,596.0,0
2014,segundo,rioja,94,173.0,0
2014,segundo,salamanca,100,99.0,0
2014,segundo,santa cruz de tenerife,379,755.0,0
2014,segundo,segovia,34,80.0,0
2014,segundo,sevilla,922,1640.0,0
2014,segundo,soria,12,36.0,0
2014,segundo,tarragona,216,589.0,1
2014,segundo,teruel,15,35.0,0
2014,segundo,toledo,222,306.0,0
2014,segundo,valencia,1006,2128.0,0
2014,segundo,valladolid,201,471.0,0
2014,segundo,vizcaya,287,591.0,0
2014,segundo,zamora,48,71.0,0
2014,segundo,zaragoza,285,713.0,0
2014,tercero,alava,69,186.0,0
2014,tercero,albacete,114,213.0,0
2014,tercero,alicante,850,1685.0,3
2014,tercero,almeria,273,521.0,1
2014,tercero,asturias,290,568.0,0
2014,tercero,avila,56,76.0,0
2014,tercero,badajoz,228,344.0,0
2014,tercero,barcelona,1619,3183.0,2
2014,tercero,burgos,101,167.0,0
2014,tercero,caceres,129,153.0,0
2014,tercero,cadiz,479,951.0,0
2014,tercero,cantabria,248,347.0,0
2014,tercero,castellon,203,410.0,0
2014,tercero,ciudad real,131,341.0,0
2014,tercero,cordoba,278,475.0,0
2014,tercero,coruña,209,504.0,0
2014,tercero,cuenca,69,129.0,0
2014,tercero,gerona,125,505.0,0
2014,tercero,granada,404,885.0,1
2014,tercero,guadalajara,93,150.0,0
2014,tercero,guipuzcoa,90,310.0,0
2014,tercero,huelva,189,431.0,0
2014,tercero,huesca,32,91.0,0
2014,tercero,islas baleares,407,1350.0,1
2014,tercero,jaen,178,398.0,0
2014,tercero,las palmas,554,1069.0,0
2014,tercero,leon,145,205.0,0
2014,tercero,lerida,58,258.0,0
2014,tercero,lugo,98,113.0,0
